,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
274,-0.296,Wed Mar 07 01:44:19 +0000 2018,0.104,0.896,0.0,Acting Deputy FBI Director David Bowdich told House members privately that the FBI missed two tips about the Florid… https://t.co/6HqKaNaG3m,75,CNN
275,0.0,Wed Mar 07 01:41:04 +0000 2018,0.0,1.0,0.0,The Weinstein Company is once again on the verge of bankruptcy. Last week's tentative $500 million deal to sell mos… https://t.co/QusnAL0jPh,76,CNN
276,0.0,Wed Mar 07 01:36:03 +0000 2018,0.0,1.0,0.0,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/K3HRFOSI12",77,CNN
277,0.0,Wed Mar 07 01:33:15 +0000 2018,0.0,1.0,0.0,"""It is about the Russians, and it's about follow the money. That's exactly what Bob Mueller is doing."" Sen. Richard… https://t.co/0Y2MdYrwt0",78,CNN
278,0.0,Wed Mar 07 01:31:05 +0000 2018,0.0,1.0,0.0,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/hjvWoPTtSI",79,CNN
279,-0.796,Wed Mar 07 01:26:06 +0000 2018,0.262,0.738,0.0,"At least 78 people have died in Nigeria with hundreds more infected in an outbreak of Lassa fever, the Nigeria Cent… https://t.co/AqO4WD8W4Y",80,CNN
280,-0.4939,Wed Mar 07 01:21:14 +0000 2018,0.208,0.792,0.0,"A HUD employee wrote a blistering open letter to Secretary Ben Carson, accusing him of participating in a ""smear ca… https://t.co/RTeoibDkL6",81,CNN
281,-0.802,Wed Mar 07 01:11:03 +0000 2018,0.286,0.714,0.0,A Kansas man pleaded guilty in state court to killing a engineer from India and injuring two others at a sports bar… https://t.co/tt0Hsi9wrt,82,CNN
282,0.0,Wed Mar 07 01:06:20 +0000 2018,0.0,1.0,0.0,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/EuJLMQthDt",83,CNN
283,-0.7269,Wed Mar 07 01:06:05 +0000 2018,0.276,0.724,0.0,American regulators have held up Broadcom's hostile takeover of Qualcomm over concerns the deal could harm national… https://t.co/RLHnVV28bR,84,CNN
284,0.0,Wed Mar 07 01:04:12 +0000 2018,0.0,1.0,0.0,"Fmr. White House ethics lawyer Richard Painter on Roger Stone and Sam Nunberg: ""Both these guys are a bunch of slee… https://t.co/C5TrJ27STK",85,CNN
285,-0.5267,Wed Mar 07 01:01:06 +0000 2018,0.159,0.841,0.0,"White House aide Kellyanne Conway violated the Hatch Act on two occasions by ""advocating for and against candidates… https://t.co/71lR2ZBW0G",86,CNN
286,-0.7351,Wed Mar 07 00:56:52 +0000 2018,0.292,0.708,0.0,Senate Majority Leader Mitch McConnell broke his silence and denounced President Trump's threat to place controvers… https://t.co/ME2K08oRBo,87,CNN
287,0.3612,Wed Mar 07 00:56:06 +0000 2018,0.0,0.667,0.333,A top Amazon executive is leaving for Airbnb https://t.co/at4MPaSBwU https://t.co/kH0raUImSg,88,CNN
288,0.0,Wed Mar 07 00:51:05 +0000 2018,0.0,1.0,0.0,Fox wants to shave the advertising on its networks to two minutes per hour https://t.co/aQOw9vJgpO https://t.co/OHatiLZP8s,89,CNN
289,0.4767,Wed Mar 07 00:41:07 +0000 2018,0.0,0.86,0.14,Genetic testing company 23andMe has been give federal approval to sell at-home kits that test for three breast canc… https://t.co/RNTagEgDS2,90,CNN
290,-0.7351,Wed Mar 07 00:38:15 +0000 2018,0.256,0.744,0.0,"Van Jones on reports Trump emboldened Scaramucci to attack John Kelly in the media: ""This is worse than romper-room… https://t.co/X2CyQ1NF5c",91,CNN
291,-0.4588,Wed Mar 07 00:36:03 +0000 2018,0.222,0.778,0.0,"Dumpster fire (noun): ""An utterly calamitous or mismanaged situation or occurrence,"" as the Merriam-Webster diction… https://t.co/2s8CGKH5zf",92,CNN
292,0.6369,Wed Mar 07 00:31:07 +0000 2018,0.0,0.811,0.189,"Senate Majority Leader Mitch McConnell on the response to Russian meddling in the 2016 election: ""I'm perfectly com… https://t.co/rxF0C6J11i",93,CNN
293,0.0,Wed Mar 07 00:26:03 +0000 2018,0.0,1.0,0.0,A 'man of mystery' with ties to Donald Trump’s team attended secret meetings during the presidential transition bet… https://t.co/bBKXp9CDe9,94,CNN
294,-0.3612,Wed Mar 07 00:20:34 +0000 2018,0.111,0.889,0.0,Dow futures fell more than 300 points after Gary Cohn announced plans to step down amid a disagreement with Trump o… https://t.co/035ptm0S7N,95,CNN
295,0.128,Wed Mar 07 00:18:16 +0000 2018,0.0,0.897,0.103,The West Virginia teachers have launched a movement | By Erin McHenry-Sorber via @CNNOpinion https://t.co/fnU0WMNvKr https://t.co/0ifEkIEx8h,96,CNN
296,0.0,Wed Mar 07 00:15:25 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: ""Look, another one bites the dust."" @ErinBurnett invites @GloriaBorger to analyze the latest White House shake-up: the res…",97,CNN
297,0.3818,Wed Mar 07 00:15:11 +0000 2018,0.0,0.898,0.102,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/A2aIPFewMe",98,CNN
298,0.3182,Wed Mar 07 00:08:04 +0000 2018,0.0,0.897,0.103,McDonald's announces that Quarter Pounders in every US store except for ones in Hawaii and Alaska will have fresh b… https://t.co/5rfcYlY9ZK,99,CNN
299,0.1531,Tue Mar 06 23:58:04 +0000 2018,0.0,0.909,0.091,"President Trump's steel and aluminum tariffs may invite retaliation against American coal, an industry he promised… https://t.co/PJAN2thErM",100,CNN
300,-0.7184,Wed Mar 07 09:05:00 +0000 2018,0.375,0.625,0.0,$5.9M settlement OK'd for inmate who suffered brain injury behind bars https://t.co/cFwUaFYArA,1,FOXNews
301,0.4939,Wed Mar 07 09:00:00 +0000 2018,0.0,0.849,0.151,"Just in time for International Women’s Day, Barbie is releasing an entire collection of dolls inspired by boundary-… https://t.co/M4yH0mEQhV",2,FOXNews
302,0.6739,Wed Mar 07 08:55:00 +0000 2018,0.0,0.807,0.193,JUMPING FOR JOY: The crowd went wild during half-time at the basketball game between the Florida Gators and Kentuck… https://t.co/qtovqHDdPw,3,FOXNews
303,0.0,Wed Mar 07 08:50:00 +0000 2018,0.0,1.0,0.0,Saudi prince says Qatar won't be barred from Arab summit https://t.co/JBqw5M94KO,4,FOXNews
304,-0.4939,Wed Mar 07 08:45:00 +0000 2018,0.132,0.868,0.0,A scary sight in North Dakota as a garbage truck can be seen sliding out of control at Bismarck State College on Mo… https://t.co/rsboya3Tui,5,FOXNews
305,-0.34,Wed Mar 07 08:40:00 +0000 2018,0.231,0.769,0.0,Maersk vessel catches fire in the Arabian Sea https://t.co/0BES7hqUNl,6,FOXNews
306,0.0,Wed Mar 07 08:35:00 +0000 2018,0.0,1.0,0.0,".@IngrahamAngle: ""#DonaldTrump - in politics - is an innovator and he's not afraid to break with the establishment'… https://t.co/bfcxX3q5sA",7,FOXNews
307,-0.4215,Wed Mar 07 08:30:56 +0000 2018,0.174,0.826,0.0,A nor’easter is set to slam parts of the Northeast this week and potentially leave thousands of people with multipl… https://t.co/GPqKhDr9WW,8,FOXNews
308,0.25,Wed Mar 07 08:25:00 +0000 2018,0.0,0.895,0.105,".@POTUS: ""Our country has been taken advantage of by everybody...and we cannot let that happen any longer."" https://t.co/zkb9dTTnGL",9,FOXNews
309,-0.5859,Wed Mar 07 08:20:00 +0000 2018,0.202,0.798,0.0,'Diabolical genius' linked to $179M fraud gets 25 years after trying to flee to Ecuador https://t.co/QpHVKubAO2,10,FOXNews
310,0.2732,Wed Mar 07 08:15:00 +0000 2018,0.0,0.884,0.116,".@IngrahamAngle: ""North Korea is signaling a willingness to hold talks...You think that that would have happened wi… https://t.co/pq03tCcmSu",11,FOXNews
311,0.4215,Wed Mar 07 08:10:00 +0000 2018,0.0,0.823,0.177,"United Express first-class passenger declares 'I am God,' tries opening plane door mid-flight https://t.co/xhS8h9lVwI",12,FOXNews
312,0.0,Wed Mar 07 08:05:00 +0000 2018,0.0,1.0,0.0,.@SenJohnThune: “I think the president has really led on this issue. He’s gone farther than any Republican presiden… https://t.co/OPxuzNJMtO,13,FOXNews
313,0.0,Wed Mar 07 08:00:00 +0000 2018,0.0,1.0,0.0,'Sex and the City' star considers run against New York's Cuomo https://t.co/39a7QK3abO,14,FOXNews
314,-0.5719,Wed Mar 07 07:55:00 +0000 2018,0.264,0.628,0.109,".@DLoesch: ""Here we're looking at multiple systemic failures coming from the government that failed to protect us.… https://t.co/PbdZzC6anb",15,FOXNews
315,-0.5994,Wed Mar 07 07:50:00 +0000 2018,0.206,0.794,0.0,North Korea hit with new sanctions by State Department over Kim Jong Un's brother's death https://t.co/KR7OxGWHDL,16,FOXNews
316,0.0,Wed Mar 07 07:45:00 +0000 2018,0.0,1.0,0.0,"Stoneman Douglas High School student Kyle Kashuv: “We have to focus first on what we can achieve, and that is bipar… https://t.co/rSQVkM44bU",17,FOXNews
317,0.0,Wed Mar 07 07:40:00 +0000 2018,0.0,1.0,0.0,"Barbie releases 17 new dolls for International Women's Day, including Amelia Earhart, Chloe Kim, Patty Jenkins https://t.co/07TMOEte8Z",18,FOXNews
318,0.0,Wed Mar 07 07:35:00 +0000 2018,0.0,1.0,0.0,".@Sen_JoeManchin: “We have a president that has the spine to start saying ‘Wait a minute, we’ve been taken advantag… https://t.co/RCwuU0Krdx",19,FOXNews
319,0.5574,Wed Mar 07 07:30:00 +0000 2018,0.0,0.753,0.247,Alabama high school basketball player's touching praise of coach goes viral https://t.co/ApFAXYO6Kr,20,FOXNews
320,-0.6689,Wed Mar 07 07:25:00 +0000 2018,0.244,0.756,0.0,".@POTUS: ""The European Union has not treated us well and it's been a very, very unfair trade situation...I'm protec… https://t.co/kEBmF9n8WP",21,FOXNews
321,-0.34,Wed Mar 07 07:20:00 +0000 2018,0.124,0.876,0.0,"On #Tucker, @DLoesch, @NRA spokesperson, commented on calls for gun reform following the Florida school shooting la… https://t.co/BdrjNnvpDx",22,FOXNews
322,0.4939,Wed Mar 07 07:15:00 +0000 2018,0.0,0.842,0.158,WATCH: Police and firefighters used their life-saving skills to save a 9-week-old Saint Bernard puppy that was chok… https://t.co/zVNsoyG2AB,23,FOXNews
323,-0.9001,Wed Mar 07 07:11:13 +0000 2018,0.579,0.421,0.0,"1 Missouri police officer killed, 2 others wounded in shooting; suspect dead https://t.co/AMG1KB5cQ3",24,FOXNews
324,-0.8176,Wed Mar 07 07:10:00 +0000 2018,0.415,0.585,0.0,Nashville mayor who had affair with bodyguard resigns after pleading guilty to criminal theft https://t.co/bmaHQflDqC,25,FOXNews
325,0.5499,Wed Mar 07 07:05:00 +0000 2018,0.0,0.855,0.145,.@RandPaul: “I think the FISA court has way too much power but I also believe that special counsels are given too m… https://t.co/NJuaSWpYb2,26,FOXNews
326,0.1779,Wed Mar 07 07:00:02 +0000 2018,0.0,0.892,0.108,Mother claims Spirit Airlines kicked her off flight because her baby was spitting up https://t.co/qmSi6OcLHT,27,FOXNews
327,0.3612,Wed Mar 07 06:55:00 +0000 2018,0.07,0.793,0.137,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/rGRwwfxzyR",28,FOXNews
328,-0.9001,Wed Mar 07 06:52:27 +0000 2018,0.524,0.476,0.0,"1 Missouri police officer killed, 2 others wounded in shooting; suspect dead https://t.co/bru3GUVJKg via @RyanGaydos",29,FOXNews
329,0.0,Wed Mar 07 06:50:00 +0000 2018,0.0,1.0,0.0,Skull of 'oldest Dutchwoman' found beneath the North Sea https://t.co/WbleEq63fs,30,FOXNews
330,0.2144,Wed Mar 07 06:45:00 +0000 2018,0.0,0.866,0.134,".@RepRatcliffe: “A second special counsel is not just appropriate, but necessary.” #TheStory https://t.co/k2geeaaoOy",31,FOXNews
331,0.4215,Wed Mar 07 06:35:00 +0000 2018,0.0,0.851,0.149,.@Walmart employee Sabrina Barnes recently brought down the house with a powerful rendition of “The Star-Spangled B… https://t.co/kaV3PQmhvL,32,FOXNews
332,-0.0516,Wed Mar 07 06:30:00 +0000 2018,0.207,0.603,0.19,Marines let women join West Coast combat course https://t.co/xFjGhqolBA,33,FOXNews
333,0.8271,Wed Mar 07 06:25:00 +0000 2018,0.0,0.617,0.383,".@POTUS: ""A strong and balanced economic relationship strengthens security and prosperity in both of our countries… https://t.co/hGnsp9V1bn",34,FOXNews
334,0.5574,Wed Mar 07 06:23:54 +0000 2018,0.0,0.783,0.217,Alabama high school basketball player's touching praise of coach goes viral https://t.co/bgJD3PtMRX via @RyanGaydos,35,FOXNews
335,-0.7184,Wed Mar 07 06:20:00 +0000 2018,0.3,0.7,0.0,"Illegal immigrants with sex, robbery convictions among those who evaded capture after Dem mayor's warning https://t.co/zpLyEfEHFy",36,FOXNews
336,0.5106,Wed Mar 07 06:15:00 +0000 2018,0.0,0.845,0.155,MAJESTIC: The impressive hunting skills of a bald eagle were on full display after a fisherman recently set his cam… https://t.co/0kwwmDhwtL,37,FOXNews
337,-0.5859,Wed Mar 07 06:10:00 +0000 2018,0.275,0.637,0.088,Alabama man agrees to plea deal after being arrested 4 days after publicly criticizing local sheriff https://t.co/Grfw23OCtV,38,FOXNews
338,-0.1139,Wed Mar 07 06:05:00 +0000 2018,0.133,0.867,0.0,".@LawrenceBJones3 on DACA: ""[Democrats] don't want to make a deal because they want to campaign on this issue.""… https://t.co/7vczVQXuxO",39,FOXNews
339,0.0,Wed Mar 07 06:00:00 +0000 2018,0.0,1.0,0.0,Word invented by 'The Simpsons' makes it into Webster's dictionary https://t.co/sSX8i7202Q,40,FOXNews
340,0.7845,Wed Mar 07 05:55:00 +0000 2018,0.0,0.655,0.345,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/B8y1HK07mp",41,FOXNews
341,0.0,Wed Mar 07 05:50:00 +0000 2018,0.0,1.0,0.0,What to know about the incoming nor'easter https://t.co/GM7OTy4JCd,42,FOXNews
342,-0.4404,Wed Mar 07 05:45:00 +0000 2018,0.24,0.644,0.116,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/02vxOASTkf,43,FOXNews
343,-0.7717,Wed Mar 07 05:40:00 +0000 2018,0.435,0.565,0.0,"Man accused of stealing Frances McDormand’s Oscar charged with theft, officials say https://t.co/MfyilgvleI",44,FOXNews
344,0.4767,Wed Mar 07 05:35:00 +0000 2018,0.0,0.853,0.147,TRY TO 'SHEEP' UP: A paramedic responding to a house call in England made some fluffy friends while trekking throug… https://t.co/Q3HwBc2fbe,45,FOXNews
345,-0.875,Wed Mar 07 05:32:59 +0000 2018,0.435,0.565,0.0,"Two conspiracy theorists arrested after harassing Texas pastor of church shooting, police say https://t.co/EgIXMha8bO via @RyanGaydos",46,FOXNews
346,0.0,Wed Mar 07 05:30:00 +0000 2018,0.0,1.0,0.0,Peyton Manning unloads his Papa John's franchises in Denver area https://t.co/f0VORTiypk,47,FOXNews
347,0.34,Wed Mar 07 05:25:00 +0000 2018,0.0,0.844,0.156,".@POTUS: “We have come certainly a long way, at least rhetorically, with North Korea.” https://t.co/lCILbcOER6",48,FOXNews
348,-0.4019,Wed Mar 07 05:20:00 +0000 2018,0.162,0.838,0.0,Rugby player who swallowed garden slug as dare fights Australia government over health bills https://t.co/HCUPqoGAnA,49,FOXNews
349,0.0,Wed Mar 07 05:19:12 +0000 2018,0.0,1.0,0.0,Peyton Manning unloads his Papa John's franchises in Denver area https://t.co/FCAvXheAGa,50,FOXNews
350,0.0,Wed Mar 07 05:15:00 +0000 2018,0.0,1.0,0.0,Saudi Arabia hosted its first road race for women https://t.co/YgTmPJqc3N,51,FOXNews
351,0.25,Wed Mar 07 05:10:00 +0000 2018,0.075,0.8,0.125,"OPINION:  #Trump boldly wades into cutting federal government down to size -- will it work?, via @CalThomas https://t.co/R3V6dg3JBf",52,FOXNews
352,0.0,Wed Mar 07 05:05:00 +0000 2018,0.0,1.0,0.0,".@kayleighmcenany: ""Dreamers and DACA recipients are a pawn to [Democrats]."" https://t.co/OTXrNCollP https://t.co/plztDXBpk6",53,FOXNews
353,0.6908,Wed Mar 07 05:00:01 +0000 2018,0.0,0.695,0.305,"On #TheStory with @marthamaccallum Tuesday, @Sen_JoeManchin praised @POTUS' tariff proposal, saying he supports the… https://t.co/q6K3cpYZbQ",54,FOXNews
354,-0.6369,Wed Mar 07 04:50:36 +0000 2018,0.464,0.536,0.0,Texas police officer faces human smuggling charges https://t.co/OTEYscKxFl,55,FOXNews
355,-0.4767,Wed Mar 07 04:41:31 +0000 2018,0.291,0.582,0.127,Woman claims airport security confiscated her gun necklace because it was 'potentially dangerous' https://t.co/F01JJRmZpc,56,FOXNews
356,0.0,Wed Mar 07 04:25:59 +0000 2018,0.0,1.0,0.0,.@AdamLaxalt: “This is common sense that our law enforcement locally needs to work with the federal authorities to… https://t.co/wKIgJtrIRh,57,FOXNews
357,-0.25,Wed Mar 07 04:18:40 +0000 2018,0.146,0.75,0.104,.@pnjaban on California being sued by #Trump admin for violating federal law: “It’s just like any other federal law… https://t.co/4qx5d8goAT,58,FOXNews
358,-0.5994,Wed Mar 07 03:59:03 +0000 2018,0.17,0.83,0.0,".@AmbJohnBolton: ""I don't think #Trump wants a trade war. I think he wants to say to people: When you make commitme… https://t.co/SKhmlPEbW4",59,FOXNews
359,0.7269,Wed Mar 07 03:52:19 +0000 2018,0.0,0.567,0.433,Democrats hoping strong turnout spurs them in deep-red Texas https://t.co/WMieVh8yMc,60,FOXNews
360,0.2732,Wed Mar 07 03:28:25 +0000 2018,0.0,0.884,0.116,".@IngrahamAngle: ""North Korea is signaling a willingness to hold talks...You think that that would have happened wi… https://t.co/GtYtkkx9HG",61,FOXNews
361,0.0,Wed Mar 07 03:22:48 +0000 2018,0.0,1.0,0.0,".@IngrahamAngle: ""#DonaldTrump - in politics - is an innovator and he's not afraid to break with the establishment'… https://t.co/LgV6ytVa1e",62,FOXNews
362,-0.3182,Wed Mar 07 03:11:08 +0000 2018,0.204,0.796,0.0,".@SenSanders' stepdaughter loses bid for mayor of Burlington, Vermont https://t.co/3X3PaOFbKJ",63,FOXNews
363,0.4939,Wed Mar 07 02:58:34 +0000 2018,0.0,0.833,0.167,"JUST IN: Stormy Daniels sues #Trump, says 'hush agreement' is invalid because he didn't sign it https://t.co/WnLmnmRjxw",64,FOXNews
364,0.0,Wed Mar 07 02:51:33 +0000 2018,0.0,1.0,0.0,What to know about the incoming nor'easter https://t.co/GM7OTy4JCd,65,FOXNews
365,0.0,Wed Mar 07 02:45:39 +0000 2018,0.0,1.0,0.0,.@POTUS defended his tariff announcement during a joint press conference with the Swedish Prime Minister on Tuesday… https://t.co/bEvcgT9Wk0,66,FOXNews
366,0.0,Wed Mar 07 02:34:28 +0000 2018,0.0,1.0,0.0,TUNE IN: @ShannonBream is live in Sacramento. Watch @foxnewsnight tonight at 11pm ET! https://t.co/rEuEn0gp4G,67,FOXNews
367,0.0,Wed Mar 07 02:15:31 +0000 2018,0.0,1.0,0.0,BREAKING: #Trump's @TheJusticeDept sues California over 'interference' with immigration enforcement https://t.co/2GROjC9cI6,68,FOXNews
368,-0.5719,Wed Mar 07 01:55:26 +0000 2018,0.264,0.628,0.109,".@DLoesch: ""Here we're looking at multiple systemic failures coming from the government that failed to protect us.… https://t.co/qG8mz1VweP",69,FOXNews
369,0.4215,Wed Mar 07 01:42:09 +0000 2018,0.0,0.851,0.149,.@Walmart employee Sabrina Barnes recently brought down the house with a powerful rendition of “The Star-Spangled B… https://t.co/W0ESErky00,70,FOXNews
370,-0.2263,Wed Mar 07 01:32:58 +0000 2018,0.148,0.741,0.111,"Joe diGenova on need for special counsel to probe FISA abuses: ""The inspector general, to whom this investigation h… https://t.co/6zjJApR83Q",71,FOXNews
371,-0.5994,Wed Mar 07 01:23:46 +0000 2018,0.262,0.738,0.0,.@USArmy pledges reform after IG finds hundreds of war dogs mishandled https://t.co/n4qt1jERuZ,72,FOXNews
372,-0.5267,Wed Mar 07 01:12:14 +0000 2018,0.221,0.779,0.0,Steelworkers' President: @POTUS' Trade Policy Will Punish 'Evildoers' in Int'l Market  #TheStory https://t.co/QVU3sFMOfa,73,FOXNews
373,0.0,Wed Mar 07 01:02:53 +0000 2018,0.0,1.0,0.0,"Stoneman Douglas High School student Kyle Kashuv: “We have to focus first on what we can achieve, and that is bipar… https://t.co/7PXeTIGEtM",74,FOXNews
374,0.4939,Wed Mar 07 00:52:14 +0000 2018,0.0,0.842,0.158,WATCH: Police and firefighters used their life-saving skills to save a 9-week-old Saint Bernard puppy that was chok… https://t.co/klWB8fQTsA,75,FOXNews
375,-0.4973,Wed Mar 07 00:43:18 +0000 2018,0.199,0.801,0.0,.@RepPeteKing: “I’ve never supported a special counsel before. I think in this case it is essential that there be o… https://t.co/yh6Nj7uMU7,76,FOXNews
376,0.2144,Wed Mar 07 00:35:32 +0000 2018,0.0,0.866,0.134,".@RepRatcliffe: “A second special counsel is not just appropriate, but necessary.” #TheStory https://t.co/iUyIBUPYIr",77,FOXNews
377,0.0,Wed Mar 07 00:26:19 +0000 2018,0.0,1.0,0.0,".@Sen_JoeManchin: “We have a president that has the spine to start saying ‘Wait a minute, we’ve been taken advantag… https://t.co/GRTRUzONmH",78,FOXNews
378,-0.5574,Wed Mar 07 00:15:11 +0000 2018,0.184,0.816,0.0,.@Sen_JoeManchin: “…These trade wars. I don’t think that will happen. I think they’ll sit down and re-evaluate the… https://t.co/FgNutYe2RM,79,FOXNews
379,0.128,Wed Mar 07 00:02:12 +0000 2018,0.105,0.766,0.129,.@TGowdySC &amp; @RepGoodlatte Call for Special Counsel on FISA: Current Probe 'Has No Jurisdiction' Over 24 Witnesses… https://t.co/98gLN4S6Mm,80,FOXNews
380,0.2023,Tue Mar 06 23:46:49 +0000 2018,0.0,0.878,0.122,"RT @MikeEmanuelFox: Lawmakers look to fine tune President Trump's tariff proposal-from #SpecialReport tonight:

https://t.co/HiDK32yC3f",81,FOXNews
381,0.5267,Tue Mar 06 23:43:20 +0000 2018,0.0,0.833,0.167,".@BillHemmer to @TGowdySC and @RepGoodlatte: ""Do you have evidence the Department of Justice was spying on the… https://t.co/fCOCgX3ggF",82,FOXNews
382,0.7003,Tue Mar 06 23:30:10 +0000 2018,0.0,0.746,0.254,".@RepGoodlatte: ""In order to set the record straight, clear what is going on at the @FBI, and make sure this does n… https://t.co/JpZQ0Brppe",83,FOXNews
383,-0.4404,Tue Mar 06 23:25:39 +0000 2018,0.24,0.644,0.116,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/2MrQQJu6kp,84,FOXNews
384,-0.34,Tue Mar 06 23:07:48 +0000 2018,0.167,0.833,0.0,"Gary Cohn, White House chief economic adviser, to resign - via @brookefoxnews  @johnrobertsFox 
https://t.co/oI0r9YL1xC",85,FOXNews
385,0.0,Tue Mar 06 23:03:33 +0000 2018,0.0,1.0,0.0,.@POTUS on Russian Interference in 2018: 'We'll Counteract Whatever They Do' https://t.co/ehfgjrlD3A,86,FOXNews
386,-0.5574,Tue Mar 06 22:54:36 +0000 2018,0.205,0.795,0.0,"RT @FoxNewsResearch: Recent White House Turnover:
—Departures/Planned Departures—
•Staff Secretary Rob Porter
•Speechwriter David Sorensen…",87,FOXNews
387,0.0,Tue Mar 06 22:50:00 +0000 2018,0.0,1.0,0.0,World's oldest message in a bottle discovered on Australian beach https://t.co/q7R7SJYq8x,88,FOXNews
388,-0.34,Tue Mar 06 22:45:56 +0000 2018,0.179,0.821,0.0,"BREAKING: Gary Cohn, White House chief economic adviser, to resign  https://t.co/4TAF2MpTBR https://t.co/XQD9GWYN0d",89,FOXNews
389,-0.34,Tue Mar 06 22:45:23 +0000 2018,0.287,0.562,0.152,"Gowdy, Goodlatte demand appointment of special counsel, citing FISA abuses - via @brookefoxnews 
https://t.co/9q3Q3YBayU",90,FOXNews
390,-0.1531,Tue Mar 06 22:42:03 +0000 2018,0.182,0.682,0.136,BREAKING: Gary Cohn to resign as #Trump's top economic adviser https://t.co/x7cuQlwd8c,91,FOXNews
391,-0.4019,Tue Mar 06 22:32:22 +0000 2018,0.162,0.838,0.0,Rugby player who swallowed garden slug as dare fights Australia government over health bills https://t.co/EfOGsc4Zwt,92,FOXNews
392,0.0516,Tue Mar 06 22:23:53 +0000 2018,0.151,0.685,0.164,"Cochran resignation leaves both Mississippi Senate seats in play - via @brookefoxnews
https://t.co/KFevLskB8O",93,FOXNews
393,0.0516,Tue Mar 06 22:22:51 +0000 2018,0.146,0.696,0.158,"Trump on turbulence in the West Wing: 'I like conflict' - via @brookefoxnews 
https://t.co/JGb0D9vfVG",94,FOXNews
394,0.2732,Tue Mar 06 22:16:31 +0000 2018,0.0,0.9,0.1,".@kimguilfoyle on North Korea’s potential willingness to talk to U.S., halt nuclear tests: “Why not sit at the tabl… https://t.co/BMTFRzzBkB",95,FOXNews
395,-0.4019,Tue Mar 06 22:06:10 +0000 2018,0.225,0.695,0.08,Michael Flynn selling home to pay for legal fees after pleading guilty in Trump probe https://t.co/5BYJjRgKpU,96,FOXNews
396,0.3182,Tue Mar 06 21:45:38 +0000 2018,0.13,0.628,0.242,.@GovEdRendell: 'Huge Trouble' for @GOP If Pro-Life Dem Comes Close in PA Special Election  @OutnumberedOT https://t.co/Ovrp3q36JW,97,FOXNews
397,0.3612,Tue Mar 06 21:28:04 +0000 2018,0.07,0.793,0.137,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/CAyhpWzLT0",98,FOXNews
398,0.7845,Tue Mar 06 21:20:20 +0000 2018,0.0,0.655,0.345,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/iasiB8Z1fQ",99,FOXNews
399,0.25,Tue Mar 06 21:12:10 +0000 2018,0.0,0.895,0.105,".@POTUS: ""Our country has been taken advantage of by everybody...and we cannot let that happen any longer."" https://t.co/j84vXFhphr",100,FOXNews
400,-0.3875,Wed Mar 07 09:02:03 +0000 2018,0.208,0.792,0.0,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/M7cjoMjSYQ",1,nytimes
401,-0.5994,Wed Mar 07 08:47:02 +0000 2018,0.187,0.813,0.0,"RT @nytimesworld: As North Korea opens the door to diplomacy, an assassination leads to new American sanctions https://t.co/5EbNUH1qLJ",2,nytimes
402,-0.3612,Wed Mar 07 08:32:07 +0000 2018,0.2,0.8,0.0,"Low-effort, high-reward cooking for when you're hungry and exhausted https://t.co/BisvP4ThKl https://t.co/BFtCXRh0IA",3,nytimes
403,0.0,Wed Mar 07 08:17:02 +0000 2018,0.0,1.0,0.0,RT @AKannapell: What We’re Reading: @JaneMayerNYer on Christopher Steele (via @jimrutenberg) and @nkulish on tallness in @topicstories (via…,4,nytimes
404,0.4019,Wed Mar 07 08:09:43 +0000 2018,0.0,0.816,0.184,TRENDING: How Skipping Hotel Housekeeping Can Help the Environment and Your Wallet https://t.co/xygqPAPdZD,5,nytimes
405,0.0,Wed Mar 07 08:02:03 +0000 2018,0.0,1.0,0.0,"In one of China’s biggest cities, the women-only subway cars are full of men https://t.co/yvtLlhRESu",6,nytimes
406,0.0,Wed Mar 07 07:38:54 +0000 2018,0.0,1.0,0.0,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/DUSvcFYKbv",7,nytimes
407,0.0,Wed Mar 07 07:21:27 +0000 2018,0.0,1.0,0.0,One famous designer chair is oozing goop. Another has exploded into puffs of foam. A bookcase’s shelves bubbled as… https://t.co/3PXFWCB6Fn,8,nytimes
